city,state,latitude,longitude,dup
 Brookfield, VIC, -37.700, 144.540
 Exford, VIC, -37.700, 144.540
 Eynesbury, VIC, -37.700, 144.540
 Melton South, VIC, -37.700, 144.540
 Bacchus Marsh, VIC, -37.680, 144.440
 Balliang, VIC, -37.680, 144.440
 Balliang East, VIC, -37.680, 144.440
 Coimadai, VIC, -37.680, 144.440
 Darley, VIC, -37.680, 144.440
 Glenmore, VIC, -37.680, 144.440
 Hopetoun Park, VIC, -37.680, 144.440
 Long Forest, VIC, -37.680, 144.440
 Maddingley, VIC, -37.680, 144.440
 Merrimu, VIC, -37.680, 144.440
 Parwan, VIC, -37.680, 144.440
 Rowsley, VIC, -37.680, 144.440
 Dales Creek, VIC, -37.520, 144.310
 Greendale, VIC, -37.520, 144.310
 Korobeit, VIC, -37.520, 144.310
 Myrniong, VIC, -37.520, 144.310
 Pentland Hills, VIC, -37.520, 144.310
 Ballan, VIC, -37.600, 144.230
 Beremboke, VIC, -37.600, 144.230
 Blakeville, VIC, -37.600, 144.230
 Bunding, VIC, -37.600, 144.230
 Colbrook, VIC, -37.600, 144.230
 Durdidwarrah, VIC, -37.600, 144.230
 Fiskville, VIC, -37.600, 144.230
 Ingliston, VIC, -37.600, 144.230
 Mount Wallace, VIC, -37.600, 144.230
 Gordon, VIC, -37.590, 144.100
 Alfredton, VIC, -37.560, 143.820
 Bakery Hill, VIC, -37.560, 143.820
 Ballarat, VIC, -37.560, 143.820
 Ballarat Central, VIC, -37.560, 143.820
 Ballarat East, VIC, -37.560, 143.820
 Ballarat North, VIC, -37.560, 143.820
 Ballarat West, VIC, -37.560, 143.820
 Black Hill, VIC, -37.560, 143.820
 Brown Hill, VIC, -37.560, 143.820
 Canadian, VIC, -37.560, 143.820
 Eureka, VIC, -37.560, 143.820
 Golden Point, VIC, -37.560, 143.820
 Invermay Park, VIC, -37.560, 143.820
 Lake Wendouree, VIC, -37.560, 143.820
 Mount Clear, VIC, -37.560, 143.820
 Mount Helen, VIC, -37.560, 143.820
 Mount Pleasant, VIC, -37.560, 143.820
 Nerrina, VIC, -37.560, 143.820
 Newington, VIC, -37.560, 143.820
 Redan, VIC, -37.560, 143.820
 Soldiers Hill, VIC, -37.560, 143.820
 Berringa, VIC, -37.770, 143.680
 Bo Peep, VIC, -37.770, 143.680
 Cape Clear, VIC, -37.770, 143.680
 Carngham, VIC, -37.770, 143.680
 Chepstowe, VIC, -37.770, 143.680
 Haddon, VIC, -37.770, 143.680
 Hillcrest, VIC, -37.770, 143.680
 Illabarook, VIC, -37.770, 143.680
 Lake Bolac, VIC, -37.770, 143.680
 Mininera, VIC, -37.770, 143.680
 Mount Emu, VIC, -37.770, 143.680
 Nerrin Nerrin, VIC, -37.770, 143.680
 Newtown, VIC, -37.770, 143.680
 Nintingbool, VIC, -37.770, 143.680
 Piggoreet, VIC, -37.770, 143.680
 Pitfield, VIC, -37.770, 143.680
 Rokewood Junction, VIC, -37.770, 143.680
 Ross Creek, VIC, -37.770, 143.680
 Scarsdale, VIC, -37.770, 143.680
 Smythes Creek, VIC, -37.770, 143.680
 Smythesdale, VIC, -37.770, 143.680
 Snake Valley, VIC, -37.770, 143.680
 Springdallah, VIC, -37.770, 143.680
 Staffordshire Reef, VIC, -37.770, 143.680
 Streatham, VIC, -37.770, 143.680
 Wallinduc, VIC, -37.770, 143.680
 Westmere, VIC, -37.770, 143.680
 Addington, VIC, -37.380, 143.670
 Ballarat Roadside Delivery, VIC, -37.380, 143.670
 Blowhard, VIC, -37.380, 143.670
 Bolwarrah, VIC, -37.380, 143.670
 Bonshaw, VIC, -37.380, 143.670
 Brewster, VIC, -37.380, 143.670
 Bullarook, VIC, -37.380, 143.670
 Bungaree, VIC, -37.380, 143.670
 Bunkers Hill, VIC, -37.380, 143.670
 Burrumbeet, VIC, -37.380, 143.670
 Cambrian Hill, VIC, -37.380, 143.670
 Cardigan, VIC, -37.380, 143.670
 Cardigan Village, VIC, -37.380, 143.670
 Chapel Flat, VIC, -37.380, 143.670
 Clarendon, VIC, -37.380, 143.670
 Claretown, VIC, -37.380, 143.670
 Clarkes Hill, VIC, -37.380, 143.670
 Corindhap, VIC, -37.380, 143.670
 Dereel, VIC, -37.380, 143.670
 Dunnstown, VIC, -37.380, 143.670
 Durham Lead, VIC, -37.380, 143.670
 Enfield, VIC, -37.380, 143.670
 Ercildoune, VIC, -37.380, 143.670
 Garibaldi, VIC, -37.380, 143.670
 Glen Park, VIC, -37.380, 143.670
 Glenbrae, VIC, -37.380, 143.670
 Gong Gong, VIC, -37.380, 143.670
 Grenville, VIC, -37.380, 143.670
 Invermay, VIC, -37.380, 143.670
 Lal Lal, VIC, -37.380, 143.670
 Lamplough, VIC, -37.380, 143.670
 Langi Kal Kal, VIC, -37.380, 143.670
 Learmonth, VIC, -37.380, 143.670
 Leigh Creek, VIC, -37.380, 143.670
 Lexton, VIC, -37.380, 143.670
 Magpie, VIC, -37.380, 143.670
 Millbrook, VIC, -37.380, 143.670
 Miners Rest, VIC, -37.380, 143.670
 Mitchell Park, VIC, -37.380, 143.670
 Mollongghip, VIC, -37.380, 143.670
 Mount Bolton, VIC, -37.380, 143.670
 Mount Egerton, VIC, -37.380, 143.670
 Mount Mercer, VIC, -37.380, 143.670
 Mount Rowan, VIC, -37.380, 143.670
 Napoleons, VIC, -37.380, 143.670
 Navigators, VIC, -37.380, 143.670
 Pootilla, VIC, -37.380, 143.670
 Scotchmans Lead, VIC, -37.380, 143.670
 Scotsburn, VIC, -37.380, 143.670
 Springbank, VIC, -37.380, 143.670
 Sulky, VIC, -37.380, 143.670
 Wallace, VIC, -37.380, 143.670
 Warrenheip, VIC, -37.380, 143.670
 Wattle Flat, VIC, -37.380, 143.670
 Waubra, VIC, -37.380, 143.670
 Weatherboard, VIC, -37.380, 143.670
 Werneth, VIC, -37.380, 143.670
 Windermere, VIC, -37.380, 143.670
 Yendon, VIC, -37.380, 143.670
 Ballarat, VIC, -37.780, 144.840
 Bakery Hill, VIC, -37.560, 143.870
 Ballarat MC, VIC, -37.560, 143.870
 Lake Gardens, VIC, -37.550, 143.820
 Mitchell Park, VIC, -37.550, 143.820
 Wendouree, VIC, -37.550, 143.820
 Wendouree Village, VIC, -37.550, 143.820
 Delacombe, VIC, -37.590, 143.830
 Sebastopol, VIC, -37.590, 143.830
 Buninyong, VIC, -37.650, 143.920
 Scotsmans Lead, VIC, -37.650, 143.920
 Happy Valley, VIC, -37.690, 143.560
 Linton, VIC, -37.690, 143.560
 Mannibadar, VIC, -37.690, 143.560
 Pittong, VIC, -37.690, 143.560
 Willowvale, VIC, -37.690, 143.560
 Bradvale, VIC, -37.780, 143.410
 Carranballac, VIC, -37.780, 143.410
 Skipton, VIC, -37.780, 143.410
 Creswick, VIC, -37.420, 143.890
 Creswick North, VIC, -37.420, 143.890
 Dean, VIC, -37.420, 143.890
 Glendaruel, VIC, -37.420, 143.890
 Langdons Hill, VIC, -37.420, 143.890
 Mount Beckworth, VIC, -37.420, 143.890
 Tourello, VIC, -37.420, 143.890
 Allendale, VIC, -37.370, 143.940
 Ascot, VIC, -37.370, 143.940
 Bald Hills, VIC, -37.370, 143.940
 Barkstead, VIC, -37.370, 143.940
 Blampied, VIC, -37.370, 143.940
 Broomfield, VIC, -37.370, 143.940
 Cabbage Tree, VIC, -37.370, 143.940
 Campbelltown, VIC, -37.370, 143.940
 Coghills Creek, VIC, -37.370, 143.940
 Glendonald, VIC, -37.370, 143.940
 Kingston, VIC, -37.370, 143.940
 Kooroocheang, VIC, -37.370, 143.940
 Lawrence, VIC, -37.370, 143.940
 Mount Prospect, VIC, -37.370, 143.940
 Newlyn, VIC, -37.370, 143.940
 Newlyn North, VIC, -37.370, 143.940
 Rocklyn, VIC, -37.370, 143.940
 Smeaton, VIC, -37.370, 143.940
 Smokeytown, VIC, -37.370, 143.940
 Springmount, VIC, -37.370, 143.940
 Strathlea, VIC, -37.370, 143.940
 Werona, VIC, -37.370, 143.940
 Clunes, VIC, -37.290, 143.790
 Glengower, VIC, -37.290, 143.790
 Mount Cameron, VIC, -37.290, 143.790
 Ullina, VIC, -37.290, 143.790
 Amherst, VIC, -37.150, 143.670
 Burnbank, VIC, -37.150, 143.670
 Caralulup, VIC, -37.150, 143.670
 Dunach, VIC, -37.150, 143.670
 Evansford, VIC, -37.150, 143.670
 Lillicur, VIC, -37.150, 143.670
 Mount Glasgow, VIC, -37.150, 143.670
 Red Lion, VIC, -37.150, 143.670
 Stony Creek, VIC, -37.150, 143.670
 Talbot, VIC, -37.150, 143.670
 Beaufort, VIC, -37.430, 143.380
 Chute, VIC, -37.430, 143.380
 Cross Roads, VIC, -37.430, 143.380
 Lake Goldsmith, VIC, -37.430, 143.380
 Lake Wongan, VIC, -37.430, 143.380
 Main Lead, VIC, -37.430, 143.380
 Mena Park, VIC, -37.430, 143.380
 Nerring, VIC, -37.430, 143.380
 Raglan, VIC, -37.430, 143.380
 Stockyard Hill, VIC, -37.430, 143.380
 Stoneleigh, VIC, -37.430, 143.380
 Trawalla, VIC, -37.430, 143.380
 Waterloo, VIC, -37.430, 143.380
 Great Western, VIC, 0.000, 0.000
 Ballyrogan, VIC, -37.430, 143.130
 Bayindeen, VIC, -37.430, 143.130
 Buangor, VIC, -37.430, 143.130
 Middle Creek, VIC, -37.430, 143.130
 Ararat, VIC, -37.280, 142.930
 Armstrong, VIC, -37.280, 142.930
 Bulgana, VIC, -37.280, 142.930
 Cathcart, VIC, -37.280, 142.930
 Crowlands, VIC, -37.280, 142.930
 Denicull Creek, VIC, -37.280, 142.930
 Dobie, VIC, -37.280, 142.930
 Dunneworthy, VIC, -37.280, 142.930
 Eversley, VIC, -37.280, 142.930
 Langi Logan, VIC, -37.280, 142.930
 Maroona, VIC, -37.280, 142.930
 Mount Cole, VIC, -37.280, 142.930
 Mount Cole Creek, VIC, -37.280, 142.930
 Moyston, VIC, -37.280, 142.930
 Norval, VIC, -37.280, 142.930
 Rhymney, VIC, -37.280, 142.930
 Rocky Point, VIC, -37.280, 142.930
 Rossbridge, VIC, -37.280, 142.930
 Shays Flat, VIC, -37.280, 142.930
 Warrak, VIC, -37.280, 142.930
 Tatyoon, VIC, -37.530, 142.940
 Yalla-Y-Poora, VIC, -37.530, 142.940
 Bornes Hill, VIC, -37.530, 142.520
 Chatsworth, VIC, -37.530, 142.520
 Mafeking, VIC, -37.530, 142.520
 Stavely, VIC, -37.530, 142.520
 Wickliffe, VIC, -37.530, 142.520
 Willaura, VIC, -37.530, 142.520
 Willaura North, VIC, -37.530, 142.520
 Stawell, VIC, -37.160, 142.700
 Stawell West, VIC, -37.160, 142.700
 Bellellen, VIC, -36.940, 143.210
 Bellfield, VIC, -36.940, 143.210
 Black Range, VIC, -36.940, 143.210
 Fyans Creek, VIC, -36.940, 143.210
 Halls Gap, VIC, -36.940, 143.210
 Illawarra, VIC, -36.940, 143.210
 Lake Fyans, VIC, -36.940, 143.210
 Lake Lonsdale, VIC, -36.940, 143.210
 Mokepilly, VIC, -36.940, 143.210
 Mount Dryden, VIC, -36.940, 143.210
 Pomonal, VIC, -36.940, 143.210
 Barkly, VIC, -36.980, 143.200
 Concongella, VIC, -36.980, 143.200
 Frenchmans, VIC, -36.980, 143.200
 Joel Joel, VIC, -36.980, 143.200
 Joel South, VIC, -36.980, 143.200
 Landsborough, VIC, -36.980, 143.200
 Landsborough West, VIC, -36.980, 143.200
 Navarre, VIC, -36.980, 143.200
 Tulkara, VIC, -36.980, 143.200
 Wattle Creek, VIC, -36.980, 143.200
 Dadswells Bridge, VIC, -36.920, 142.510
 Deep Lead, VIC, -36.920, 142.510
 Glenorchy, VIC, -36.920, 142.510
 Ledcourt, VIC, -36.920, 142.510
 Lubeck, VIC, -36.920, 142.510
 Riachella, VIC, -36.920, 142.510
 Roses Gap, VIC, -36.920, 142.510
 Wal Wal, VIC, -36.920, 142.510
 Bolangum, VIC, -36.670, 142.870
 Callawadda, VIC, -36.670, 142.870
 Campbells Bridge, VIC, -36.670, 142.870
 Germania, VIC, -36.670, 142.870
 Greens Creek, VIC, -36.670, 142.870
 Kanya, VIC, -36.670, 142.870
 Marnoo, VIC, -36.670, 142.870
 Marnoo West, VIC, -36.670, 142.870
 Morrl Morrl, VIC, -36.670, 142.870
 Wallaloo, VIC, -36.670, 142.870
 Wallaloo East, VIC, -36.670, 142.870
 Banyena, VIC, -36.570, 142.820
 Rupanyup, VIC, -36.570, 142.820
 Kewell, VIC, -36.450, 142.420
 Murtoa, VIC, -36.450, 142.420
 Brim, VIC, -36.070, 142.520
 Boolite, VIC, -36.460, 142.590
 Minyip, VIC, -36.460, 142.590
 Sheep Hills, VIC, -36.460, 142.590
 Aubrey, VIC, -36.330, 142.360
 Bangerang, VIC, -36.330, 142.360
 Cannum, VIC, -36.330, 142.360
 Crymelon, VIC, -36.330, 142.360
 Kellalac, VIC, -36.330, 142.360
 Lah, VIC, -36.330, 142.360
 Warracknabeal, VIC, -36.330, 142.360
 Wilkur, VIC, -36.330, 142.360
 Willenabrina, VIC, -36.330, 142.360
 Beulah, VIC, -35.940, 142.420
 Kenmare, VIC, -35.940, 142.420
 Reedy Dam, VIC, -35.940, 142.420
 Rosebery, VIC, -35.940, 142.420
 Hopetoun, VIC, -35.730, 142.360
 Horsham, VIC, -36.710, 142.200
 Horsham West, VIC, -36.710, 142.200
 Blackheath, VIC, -36.460, 142.310
 Brimpaen, VIC, -36.460, 142.310
 Bungalally, VIC, -36.460, 142.310
 Cherrypool, VIC, -36.460, 142.310
 Dooen, VIC, -36.460, 142.310
 Drung, VIC, -36.460, 142.310
 Gymbowen, VIC, -36.460, 142.310
 Haven, VIC, -36.460, 142.310
 Jung, VIC, -36.460, 142.310
 Kalkee, VIC, -36.460, 142.310
 Kanagulk, VIC, -36.460, 142.310
 Karnak, VIC, -36.460, 142.310
 Laharum, VIC, -36.460, 142.310
 Longerenong, VIC, -36.460, 142.310
 Lower Norton, VIC, -36.460, 142.310
 Mckenzie Creek, VIC, -36.460, 142.310
 Mockinya, VIC, -36.460, 142.310
 Murra Warra, VIC, -36.460, 142.310
 Nurcoung, VIC, -36.460, 142.310
 Nurrabiel, VIC, -36.460, 142.310
 Pimpinio, VIC, -36.460, 142.310
 Quantong, VIC, -36.460, 142.310
 Riverside, VIC, -36.460, 142.310
 Rocklands, VIC, -36.460, 142.310
 St Helens Plains, VIC, -36.460, 142.310
 Telangatuk East, VIC, -36.460, 142.310
 Toolondo, VIC, -36.460, 142.310
 Vectis, VIC, -36.460, 142.310
 Wail, VIC, -36.460, 142.310
 Wallup, VIC, -36.460, 142.310
 Wartook, VIC, -36.460, 142.310
 Wonwondah, VIC, -36.460, 142.310
 Zumsteins, VIC, -36.460, 142.310
 Horsham, VIC, -37.160, 142.670
 Balmoral, VIC, -37.250, 141.840
 Englefield, VIC, -37.250, 141.840
 Gatum, VIC, -37.250, 141.840
 Pigeon Ponds, VIC, -37.250, 141.840
 Vasey, VIC, -37.250, 141.840
 Arapiles, VIC, -36.780, 141.760
 Clear Lake, VIC, -36.780, 141.760
 Douglas, VIC, -36.780, 141.760
 Duchembegarra, VIC, -36.780, 141.760
 Grass Flat, VIC, -36.780, 141.760
 Jilpanger, VIC, -36.780, 141.760
 Miga Lake, VIC, -36.780, 141.760
 Mitre, VIC, -36.780, 141.760
 Natimuk, VIC, -36.780, 141.760
 Noradjuha, VIC, -36.780, 141.760
 Tooan, VIC, -36.780, 141.760
 Wombelano, VIC, -36.780, 141.760
 Goroke, VIC, -36.750, 141.470
 Minimay, VIC, -36.710, 141.180
 Neuarpurr, VIC, -36.710, 141.180
 Ozenkadnook, VIC, -36.710, 141.180
 Peronne, VIC, -36.710, 141.180
 Antwerp, VIC, -36.300, 142.020
 Dimboola, VIC, -36.300, 142.020
 Tarranyurk, VIC, -36.300, 142.020
 Miram, VIC, -36.380, 141.360
 Broughton, VIC, -36.170, 141.330
 Gerang Gerung, VIC, -36.170, 141.330
 Glenlee, VIC, -36.170, 141.330
 Kiata, VIC, -36.170, 141.330
 Lawloit, VIC, -36.170, 141.330
 Little Desert, VIC, -36.170, 141.330
 Lorquon, VIC, -36.170, 141.330
 Netherby, VIC, -36.170, 141.330
 Nhill, VIC, -36.170, 141.330
 Yanac, VIC, -36.170, 141.330
 Kaniva, VIC, -36.380, 141.240
 Lillimur, VIC, -36.360, 141.120
 Serviceton, VIC, -36.360, 141.120
 Telopea Downs, VIC, -36.360, 141.120
 Jeparit, VIC, -36.140, 141.990
 Albacutya, VIC, -35.690, 141.970
 Rainbow, VIC, -35.690, 141.970
 Yaapeet, VIC, -35.690, 141.970
 Diggers Rest, VIC, -37.630, 144.720
 Bulla, VIC, -37.640, 144.800
 Sunbury, VIC, -37.580, 144.730
 Wildwood, VIC, -37.580, 144.730
 Clarkefield, VIC, -37.480, 144.750
 Riddells Creek, VIC, -37.460, 144.670
 Bolinda, VIC, -37.430, 144.780
 Monegeetta, VIC, 0.000, 0.000
 Cherokee, VIC, -37.390, 144.640
 Kerrie, VIC, -37.390, 144.640
 Romsey, VIC, -37.390, 144.640
 Springfield, VIC, -37.390, 144.640
 Benloch, VIC, -37.190, 144.690
 Goldie, VIC, -37.190, 144.690
 Lancefield, VIC, -37.190, 144.690
 Nulla Vale, VIC, -37.190, 144.690
 Bullengarook, VIC, -37.520, 144.480
 Gisborne, VIC, -37.520, 144.480
 Gisborne South, VIC, -37.520, 144.480
 New Gisborne, VIC, -37.460, 144.600
 Macedon, VIC, -37.400, 144.590
 Mount Macedon, VIC, -37.400, 144.590
 Ashbourne, VIC, -37.390, 144.450
 Cadello, VIC, -37.390, 144.450
 Carlsruhe, VIC, -37.390, 144.450
 Cobaw, VIC, -37.390, 144.450
 Hesket, VIC, -37.390, 144.450
 Newham, VIC, -37.390, 144.450
 Rochford, VIC, -37.390, 144.450
 Woodend, VIC, -37.390, 144.450
 Woodend North, VIC, -37.390, 144.450
 Barfold, VIC, -37.090, 144.510
 Baynton, VIC, -37.090, 144.510
 Baynton East, VIC, -37.090, 144.510
 Edgecombe, VIC, -37.090, 144.510
 Glenhope, VIC, -37.090, 144.510
 Greenhill, VIC, -37.090, 144.510
 Kyneton, VIC, -37.090, 144.510
 Kyneton South, VIC, -37.090, 144.510
 Langley, VIC, -37.090, 144.510
 Lauriston, VIC, -37.090, 144.510
 Lyal, VIC, -37.090, 144.510
 Metcalfe East, VIC, -37.090, 144.510
 Mia Mia, VIC, -37.090, 144.510
 Myrtle Creek, VIC, -37.090, 144.510
 Pastoria, VIC, -37.090, 144.510
 Pastoria East, VIC, -37.090, 144.510
 Pipers Creek, VIC, -37.090, 144.510
 Redesdale, VIC, -37.090, 144.510
 Sidonia, VIC, -37.090, 144.510
 Spring Hill, VIC, -37.090, 144.510
 Tylden, VIC, -37.090, 144.510
 Tylden South, VIC, -37.090, 144.510
 Drummond North, VIC, -37.200, 144.290
 Malmsbury, VIC, -37.200, 144.290
 Taradale, VIC, -37.130, 144.360
 Elphinstone, VIC, -37.110, 144.340
 Metcalfe, VIC, -37.110, 144.340
 Sutton Grange, VIC, -37.110, 144.340
 Castlemaine, VIC, -37.060, 144.220
 Moonlight Flat, VIC, -37.060, 144.220
 Barkers Creek, VIC, -37.030, 144.240
 Campbells Creek, VIC, -37.030, 144.240
 Chewton, VIC, -37.030, 144.240
 Chewton Bushlands, VIC, -37.030, 144.240
 Faraday, VIC, -37.030, 144.240
 Fryerstown, VIC, -37.030, 144.240
 Glenluce, VIC, -37.030, 144.240
 Golden Point, VIC, -37.030, 144.240
 Gower, VIC, -37.030, 144.240
 Guildford, VIC, -37.030, 144.240
 Irishtown, VIC, -37.030, 144.240
 Mckenzie Hill, VIC, -37.030, 144.240
 Muckleford, VIC, -37.030, 144.240
 Tarilta, VIC, -37.030, 144.240
 Vaughan, VIC, -37.030, 144.240
 Yapeen, VIC, -37.030, 144.240
 Harcourt, VIC, -37.000, 144.260
 Harcourt North, VIC, -37.000, 144.260
 Ravenswood, VIC, -37.000, 144.260
 Ravenswood South, VIC, -37.000, 144.260
 Barrys Reef, VIC, -37.450, 144.290
 Blackwood, VIC, -37.450, 144.290
 Fern Hill, VIC, -37.450, 144.290
 Lerderderg, VIC, -37.450, 144.290
 Little Hampton, VIC, -37.450, 144.290
 Newbury, VIC, -37.450, 144.290
 North Blackwood, VIC, -37.450, 144.290
 Trentham, VIC, -37.450, 144.290
 Trentham East, VIC, -37.450, 144.290
 Basalt, VIC, -37.310, 144.090
 Daylesford, VIC, -37.310, 144.090
 Bullarto, VIC, -37.390, 144.220
 Bullarto South, VIC, -37.390, 144.220
 Clydesdale, VIC, -37.390, 144.220
 Coomoora, VIC, -37.390, 144.220
 Denver, VIC, -37.390, 144.220
 Drummond, VIC, -37.390, 144.220
 Dry Diggings, VIC, -37.390, 144.220
 Eganstown, VIC, -37.390, 144.220
 Elevated Plains, VIC, -37.390, 144.220
 Franklinford, VIC, -37.390, 144.220
 Glenlyon, VIC, -37.390, 144.220
 Hepburn, VIC, -37.390, 144.220
 Hepburn Springs, VIC, -37.390, 144.220
 Korweinguboora, VIC, -37.390, 144.220
 Leonards Hill, VIC, -37.390, 144.220
 Lyonville, VIC, -37.390, 144.220
 Mount Franklin, VIC, -37.390, 144.220
 Musk, VIC, -37.390, 144.220
 Musk Vale, VIC, -37.390, 144.220
 Porcupine Ridge, VIC, -37.390, 144.220
 Sailors Falls, VIC, -37.390, 144.220
 Sailors Hill, VIC, -37.390, 144.220
 Shepherds Flat, VIC, -37.390, 144.220
 Spargo Creek, VIC, -37.390, 144.220
 Strangways, VIC, -37.390, 144.220
 Wheatsheaf, VIC, -37.390, 144.220
 Yandoit, VIC, -37.390, 144.220
 Yandoit Hills, VIC, -37.390, 144.220
 Green Gully, VIC, -37.110, 144.100
 Joyces Creek, VIC, -37.110, 144.100
 Muckleford South, VIC, -37.110, 144.100
 Newstead, VIC, -37.110, 144.100
 Sandon, VIC, -37.110, 144.100
 Welshmans Reef, VIC, -37.110, 144.100
 Baringhup, VIC, -36.980, 143.950
 Baringhup West, VIC, -36.980, 143.950
 Bradford, VIC, -36.980, 143.950
 Eastville, VIC, -36.980, 143.950
 Laanecoorie, VIC, -36.980, 143.950
 Maldon, VIC, -36.980, 143.950
 Neereman, VIC, -36.980, 143.950
 Nuggetty, VIC, -36.980, 143.950
 Shelbourne, VIC, -36.980, 143.950
 Tarrengower, VIC, -36.980, 143.950
 Walmer, VIC, -36.980, 143.950
 Woodstock West, VIC, -36.980, 143.950
 Carisbrook, VIC, -37.010, 143.800
 Adelaide Lead, VIC, -37.070, 143.680
 Alma, VIC, -37.070, 143.680
 Bowenvale, VIC, -37.070, 143.680
 Bung Bong, VIC, -37.070, 143.680
 Cotswold, VIC, -37.070, 143.680
 Craigie, VIC, -37.070, 143.680
 Daisy Hill, VIC, -37.070, 143.680
 Flagstaff, VIC, -37.070, 143.680
 Golden Point, VIC, -37.070, 143.680
 Havelock, VIC, -37.070, 143.680
 Homebush, VIC, -37.070, 143.680
 Majorca, VIC, -37.070, 143.680
 Maryborough, VIC, -37.070, 143.680
 Moolort, VIC, -37.070, 143.680
 Moonlight Flat, VIC, -37.070, 143.680
 Natte Yallock, VIC, -37.070, 143.680
 Rathscar, VIC, -37.070, 143.680
 Rathscar West, VIC, -37.070, 143.680
 Simson, VIC, -37.070, 143.680
 Timor, VIC, -37.070, 143.680
 Timor West, VIC, -37.070, 143.680
 Wareek, VIC, -37.070, 143.680
 Avoca, VIC, -37.090, 143.470
 Amphitheatre, VIC, -37.180, 143.400
 Mount Lonarch, VIC, -37.180, 143.400
 Elmhurst, VIC, -37.180, 143.250
 Glenlofty, VIC, -37.180, 143.250
 Glenlogie, VIC, -37.180, 143.250
 Glenpatrick, VIC, -37.180, 143.250
 Nowhere Creek, VIC, -37.180, 143.250
 Bet Bet, VIC, -36.920, 143.760
 Betley, VIC, -36.920, 143.760
 Bromley, VIC, -36.920, 143.760
 Dunluce, VIC, -36.920, 143.760
 Dunolly, VIC, -36.920, 143.760
 Eddington, VIC, -36.920, 143.760
 Goldsborough, VIC, -36.920, 143.760
 Inkerman, VIC, -36.920, 143.760
 Mcintyre, VIC, -36.920, 143.760
 Moliagul, VIC, -36.920, 143.760
 Mount Hooghly, VIC, -36.920, 143.760
 Archdale, VIC, -36.830, 143.500
 Archdale Junction, VIC, -36.830, 143.500
 Bealiba, VIC, -36.830, 143.500
 Burkes Flat, VIC, -36.830, 143.500
 Cochranes Creek, VIC, -36.830, 143.500
 Emu, VIC, -36.830, 143.500
 Logan, VIC, -36.830, 143.500
 Avon Plains, VIC, 0.000, 0.000
 Beazleys Bridge, VIC, 0.000, 0.000
 Carapooee, VIC, 0.000, 0.000
 Carapooee West, VIC, 0.000, 0.000
 Coonooer Bridge, VIC, 0.000, 0.000
 Coonooer West, VIC, 0.000, 0.000
 Dalyenong, VIC, 0.000, 0.000
 Gooroc, VIC, 0.000, 0.000
 Gowar East, VIC, 0.000, 0.000
 Grays Bridge, VIC, 0.000, 0.000
 Gre Gre, VIC, 0.000, 0.000
 Gre Gre North, VIC, 0.000, 0.000
 Gre Gre South, VIC, 0.000, 0.000
 Kooreh, VIC, 0.000, 0.000
 Marnoo East, VIC, 0.000, 0.000
 Moolerr, VIC, 0.000, 0.000
 Moyreisk, VIC, 0.000, 0.000
 Paradise, VIC, 0.000, 0.000
 Redbank, VIC, 0.000, 0.000
 Rostron, VIC, 0.000, 0.000
 Slaty Creek, VIC, 0.000, 0.000
 St Arnaud East, VIC, 0.000, 0.000
 St Arnaud North, VIC, 0.000, 0.000
 Stuart Mill, VIC, 0.000, 0.000
 Sutherland, VIC, 0.000, 0.000
 Swanwater, VIC, 0.000, 0.000
 Tottington, VIC, 0.000, 0.000
 Traynors Lagoon, VIC, 0.000, 0.000
 Winjallok, VIC, 0.000, 0.000
 York Plains, VIC, 0.000, 0.000
 Dooboobetic, VIC, -36.540, 142.920
 Medlyn, VIC, -36.540, 142.920
 Moonambel, VIC, -36.540, 142.920
 Percydale, VIC, -36.540, 142.920
 St Arnaud, VIC, -36.540, 142.920
 Tanwood, VIC, -36.540, 142.920
 Warrenmang, VIC, -36.540, 142.920
 Yawong Hills, VIC, -36.540, 142.920
 Areegra, VIC, -36.240, 142.690
 Carron, VIC, -36.240, 142.690
 Cope Cope, VIC, -36.240, 142.690
 Corack, VIC, -36.240, 142.690
 Corack East, VIC, -36.240, 142.690
 Donald, VIC, -36.240, 142.690
 Gil Gil, VIC, -36.240, 142.690
 Jeffcott, VIC, -36.240, 142.690
 Jeffcott North, VIC, -36.240, 142.690
 Laen, VIC, -36.240, 142.690
 Laen East, VIC, -36.240, 142.690
 Laen North, VIC, -36.240, 142.690
 Lake Buloke, VIC, -36.240, 142.690
 Lawler, VIC, -36.240, 142.690
 Litchfield, VIC, -36.240, 142.690
 Rich Avon, VIC, -36.240, 142.690
 Rich Avon East, VIC, -36.240, 142.690
 Rich Avon West, VIC, -36.240, 142.690
 Swanwater West, VIC, -36.240, 142.690
 Massey, VIC, -36.230, 142.860
 Morton Plains, VIC, -36.230, 142.860
 Warmur, VIC, -36.230, 142.860
 Watchem, VIC, -36.230, 142.860
 Watchem West, VIC, -36.230, 142.860
 Ballapur, VIC, -35.980, 142.750
 Birchip, VIC, -35.980, 142.750
 Birchip West, VIC, -35.980, 142.750
 Curyo, VIC, -35.980, 142.750
 Jil Jil, VIC, -35.980, 142.750
 Karyrie, VIC, -35.980, 142.750
 Kinnabulla, VIC, -35.980, 142.750
 Marlbed, VIC, -35.980, 142.750
 Narraport, VIC, -35.980, 142.750
 Whirily, VIC, -35.980, 142.750
 Banyan, VIC, -35.640, 142.770
 Watchupga, VIC, -35.640, 142.770
